Text,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
what a great thing to be sad about unhappy ,7,15,33,16,53,0.082686014,0.07623317,0.060446262,0.053880706,0.05230992
A fish killer going to be pressed younhappy  I the hoe of today you were a  GOOD person ,8,47,59,61,24,0.2265161,0.0861254,0.081143424,0.07700368,0.06355488
 but I liked seeing her posts and love her wri ,8,4,18,16,60,0.042159133,0.035695095,0.034676563,0.032172844,0.03163517
A fish killer going to be pressed younhappy  I the hoe of today you were a  GOOD person ,8,47,59,61,24,0.14619054,0.080183394,0.078278236,0.07632619,0.074990064
 I'm so glad I have you ,8,47,61,59,18,0.12873912,0.052603886,0.047819685,0.041833103,0.039446417
Joy we should get him back  ,9,44,15,13,54,0.09104755,0.087199695,0.073935695,0.06542701,0.06433512
 baby unhappy  (bett,9,44,15,46,5,0.13043608,0.11369372,0.10108545,0.079945356,0.07065539
I liked a video ,9,49,33,28,12,0.17730789,0.066844344,0.05969796,0.05942199,0.0563404
all ready for its poster - when my computer gets,10,53,33,62,20,0.16194627,0.15418412,0.12229627,0.115907304,0.07782704
I thought you'll save me crying ,11,46,48,34,5,0.054971404,0.05072853,0.045129806,0.044227224,0.042776972
last to  things i've bought from you no sweets unhappy ,11,48,56,15,50,0.106808715,0.05774169,0.04513588,0.041200783,0.040988967
i don't like their songs after debyout younhappy  so i can syouggest yoyou jyoust one song i really love,11,47,46,24,8,0.06366506,0.044499245,0.040287737,0.039975684,0.039588567
you're got to disappear half way too? unhappy  everybody want to being lazy eue,11,48,38,30,14,0.100497216,0.08464693,0.078699626,0.07766459,0.060584113
I'll be as strong as I can but it's hard unhappy  xxx,11,46,48,57,5,0.09784875,0.08384764,0.06557663,0.04969477,0.03871661
I can't do it all on my own. (See what I did there? ) ,11,48,9,50,41,0.14092536,0.12854297,0.110234395,0.08856294,0.08748895
i cant find my striped shirt unhappy  so instant message wearing the one that says what is your favorite thing? with lucas in the middle,11,48,46,22,34,0.080569595,0.0768296,0.052988328,0.05106762,0.043356318
I can't do it all on my own. (See what I did there? ) ,11,48,9,50,41,0.17791976,0.14552426,0.11756341,0.07630197,0.0667237
and i would never forget about you!! ,11,48,61,8,47,0.14492679,0.14113179,0.08959931,0.06259288,0.05042856
you might set the whole place on fire.  ,11,48,63,9,44,0.15105762,0.14078459,0.076258145,0.06797136,0.06084685
give me my own AHN MINHYUK juseyoooo unhappy ,11,46,34,48,55,0.10332093,0.0904893,0.075160995,0.074804,0.057070173
last kiss unhappy  ,11,48,46,24,23,0.12863025,0.11210702,0.10249563,0.092736065,0.09075784
 we buried it alive and now it's screaming in my head crying ,11,48,46,35,34,0.081599034,0.07209801,0.07183308,0.07153121,0.063809216
The one on the left? I couldn't see it unhappy ,11,41,48,15,22,0.12511276,0.12423002,0.08997133,0.066424154,0.05756636
We'd love to,11,48,24,47,18,0.16032292,0.112511754,0.09681574,0.078797854,0.07198203
This is what we have in front of us.,11,48,46,8,47,0.2167955,0.12400551,0.12152346,0.10446043,0.0825812
me want please unhappy ,11,48,27,5,46,0.14737271,0.1272657,0.09552246,0.07493767,0.07011594
More than just a picture unhappy  ,11,48,5,46,27,0.13913916,0.12707704,0.11780254,0.094300844,0.0918042
R.I.P Victoria Wood  heaven knows we're miserable now unhappy ,11,48,46,63,34,0.116845064,0.08587164,0.07525245,0.07408445,0.05911747
 does it have flip out scr ,12,62,41,28,39,0.104830734,0.093099274,0.07314634,0.053460356,0.05314439
Time just flies,12,35,22,5,45,0.23063672,0.22923495,0.06565053,0.06472642,0.04970514
This escalated quickly,12,25,41,20,0,0.07195234,0.06408266,0.0572971,0.05365522,0.044764556
 i think that's going to be true ,12,20,62,22,9,0.10381802,0.07666966,0.07187271,0.065447204,0.047165893
oh,12,25,5,22,41,0.0932769,0.07403879,0.03726347,0.027513867,0.027481388
I woke up at 4:17,12,25,42,19,20,0.13151363,0.12687126,0.11803745,0.09196341,0.075455405
I literally couldn't see a thing when they were at the back of the stage,12,25,20,3,51,0.050694074,0.043419793,0.042250186,0.03922569,0.037958484
We lost: at Jacksonville,12,25,22,19,41,0.16760086,0.11398792,0.08180409,0.081464946,0.0772369
WUUT SERIOUSLY? ,12,25,19,1,38,0.2167955,0.12400551,0.12152346,0.10446043,0.0825812
 never mind Khushi,12,42,43,20,1,0.0932472,0.08306947,0.07896274,0.069183476,0.06718739
 whats crazy is when i walked through them doors EVERY ADMINISTRATION + HER WAS THERE THAT NIGHT. so why are her a,12,25,22,19,0,0.20842943,0.05078862,0.0483915,0.046836317,0.04609703
 i don%27t know if you saw my comment yet,13,62,25,41,22,0.1801534,0.16009657,0.09793242,0.0874692,0.077950396
we don%27t talk anymore like we used to do unhappy ,13,46,48,5,11,0.07512996,0.06941733,0.06599556,0.058385856,0.05698623
we don%27t talk anymore like we used to do unhappy ,13,46,48,5,11,0.107866295,0.0797366,0.07411826,0.056740366,0.055386506
if anyone needs me I'll be on my vent unhappy ,13,30,15,26,6,0.1498842,0.08312213,0.0710499,0.050613146,0.049034894
some people  you intensionly  they don%27t even they please someone unhappy  ,13,32,55,56,22,0.07239723,0.06700415,0.06253195,0.053588405,0.039998215
right i don%27t see how people can just do shit like this ,13,37,32,22,55,0.12035301,0.09342529,0.0723106,0.05647543,0.053729314
excuse me i don%27t see my nama unhappy ,13,48,32,55,11,0.088093124,0.08502406,0.058086324,0.05767308,0.056067172
sorry unhappy  i just need sex for the time being,13,49,5,44,54,0.07656717,0.07009732,0.06529794,0.063388675,0.06193295
i love you but I can%27t be arsed i don%27t know why people keep saying it unhappy ,13,14,22,46,30,0.0686541,0.053848132,0.043184374,0.041890457,0.041344665
younhappy  I'll keep it jyoust for you,13,50,42,11,9,0.0960867,0.07180524,0.070104524,0.06736173,0.06382732
before anyone else we ass hole unhappy ,13,30,56,38,6,0.100818306,0.09494736,0.062960826,0.054334592,0.05351084
don%27t be surprised if you see me cry today,13,34,46,3,35,0.11914847,0.09572627,0.064217485,0.048231088,0.045782596
and yet if parents invest in child's emotional education by taking child out of school on holiday early that's un ,13,33,6,40,42,0.08353881,0.06971233,0.063650206,0.0623227,0.05928189
How can I set an alarm for 9am and snooze it until 12 unhappy ,14,27,29,43,45,0.16726893,0.1438207,0.08170066,0.07937879,0.074901655
 2017 at 08:45AM),14,42,20,51,57,0.12307038,0.11076296,0.10406148,0.09080047,0.058654703
 buy or do anything that supports Canada until,14,30,35,15,46,0.17304462,0.080458485,0.051604874,0.044243347,0.03489914
you got to rest,14,48,11,30,35,0.1620524,0.14069743,0.13471691,0.09384498,0.051076185
So,14,41,30,26,1,0.15973772,0.10637346,0.061043117,0.051385168,0.03379133
Sorry for being tired on stream. Will get some sleep and try be more fun tomorrow. Just wasn't feeling it tonight guys. Not,14,27,22,50,56,0.15704075,0.12715322,0.114280805,0.08968386,0.07555023
Bae's not here unhappy ,15,9,5,56,22,0.08458898,0.07442276,0.067977495,0.061831072,0.057474345
I should do aegyo because I lost unhappy  ,15,20,26,30,22,0.10818498,0.08671853,0.07922627,0.0574919,0.045871314
Yeah! My sight reading was pretty good in high school,15,33,6,31,9,0.1991623,0.10117213,0.083755195,0.074497916,0.04199238
Yeah! My sight reading was pretty good in high school,15,33,6,31,9,0.07680198,0.075228654,0.07243285,0.06727313,0.06483388
Peacefully sitting here reading my book after work,15,17,16,6,7,0.09129944,0.08962281,0.08558122,0.08530031,0.061343666
and he gave me his pass so like i think a while is never unhappy ,15,26,16,6,7,0.09524609,0.07194294,0.070628285,0.057573095,0.052686535
I work so much better there unhappy ,15,5,27,45,22,0.0679425,0.05657929,0.05620044,0.052441012,0.046743408
I hope it was great ,15,21,7,10,22,0.2351154,0.18501766,0.10117692,0.0743512,0.061057948
 I'm aborting mission now have a nice day though x ,16,7,31,53,33,0.12750398,0.073398866,0.062302973,0.059023373,0.042336054
Hi Aled,16,38,7,53,30,0.24738833,0.06745398,0.052238263,0.02616697,0.025383178
What did he say I'm at work unhappy  totally made my day though,16,7,53,28,26,0.10677582,0.08006203,0.06620041,0.048348904,0.044824693
wants to say HI to you.,16,49,30,11,48,0.06890798,0.042699423,0.040606406,0.029819133,0.028406939
I want to give him everything that makes him happy just to see this smile unhappy ,16,47,15,7,24,0.06884142,0.06745473,0.06040911,0.05538086,0.054850433
It's hard to imagine anyone but Robin unhappy  but still exciting nonetheless,16,7,15,63,53,0.24363215,0.116320185,0.08254858,0.07319541,0.06681895
i love when people or message me w long messages about how beautiful they find joon like unhappy  yes i agree keep going,16,15,7,4,18,0.19976503,0.10679272,0.08907731,0.04929484,0.038780082
I ordered car yesterday,17,10,62,31,4,0.106175624,0.06452859,0.05601586,0.053900994,0.045504373
Last day of the camp tomorrow,17,34,10,40,21,0.06639496,0.060589492,0.049187645,0.04414422,0.04302653
please take all the rest you needwe love you so so much :(i hope you feel better soon sunshine! ,18,59,60,24,61,0.08482437,0.053211324,0.051594995,0.043171722,0.036154684
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.1885931,0.14237672,0.13353904,0.05587565,0.05296298
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.11336672,0.10361771,0.07124976,0.0617127,0.059045672
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.17072967,0.16053821,0.10541283,0.08619306,0.0810694
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.09162059,0.06541876,0.054102723,0.05243017,0.039169267
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.1752282,0.059270326,0.037686434,0.03634211,0.032709617
okay what TF is this colorful starbucks thing all over social media unhappy ,19,32,25,55,1,0.13325146,0.13036412,0.10750625,0.06052421,0.059549637
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.23063672,0.22923495,0.06565053,0.06472642,0.04970514
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.04244862,0.04063003,0.03913992,0.035259366,0.029600143
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.091943614,0.08313153,0.080524616,0.07126971,0.069591604
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.104284145,0.086538814,0.064828135,0.05829809,0.048408832
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.12873912,0.052603886,0.047819685,0.041833103,0.039446417
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.079121925,0.07770805,0.06341595,0.05848798,0.05382951
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.11498216,0.110632524,0.09865199,0.074181594,0.06898075
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.10031687,0.073540606,0.059065305,0.05675687,0.04726437
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.15582623,0.08941903,0.057096016,0.047222182,0.030426098
why did she delete the tweet,19,25,2,32,3,0.14682746,0.13587339,0.11950027,0.08900581,0.088990666
One table last night told me I look like a graceful ballerina gliding through tables- then another told me I looked like a flash dancer unhappy ,19,25,22,20,12,0.06157588,0.043934084,0.04331741,0.042263504,0.041795038
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.10197866,0.08531508,0.077165686,0.07052301,0.06329318
 watchman comes and threatens me,19,1,25,55,35,0.04245413,0.04115074,0.040278483,0.037521467,0.03717034
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.070096925,0.056508582,0.046130378,0.037943117,0.034812253
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,19,1,25,55,37,0.07372034,0.06391723,0.061455615,0.058290932,0.053494725
talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,20,25,19,22,51,0.13895272,0.12886894,0.1201694,0.057287764,0.051496137
instant message so jealous okay unhappy  but never mind haha bruno can wait finals first,20,42,58,26,53,0.077378154,0.070676714,0.045021944,0.039339676,0.035510436
talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,20,25,19,22,51,0.084159724,0.08152786,0.075494155,0.07071423,0.05809645
Whew! Can't asses myself unhappy ,20,45,56,15,26,0.08541085,0.06445608,0.061015595,0.056212343,0.052611932
Hey guys could you help me by retweeting this? I've heard was legitimate and I really need a VPN account rig,20,62,10,21,28,0.057827163,0.056668628,0.052944172,0.051134095,0.038639527
But the dub is what I watch for Pokemon unhappy ,20,25,35,51,22,0.050225392,0.03683709,0.0354212,0.032561276,0.031477146
My salary reminds me of the weekends,20,0,12,35,25,0.07544887,0.069980934,0.061696146,0.057430875,0.054190196
talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,20,25,19,22,51,0.33620182,0.12202735,0.08635134,0.06632034,0.06621838
Swear I just walked past haha,20,12,0,28,49,0.15993303,0.12402727,0.09015702,0.07683888,0.074574165
talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,20,25,19,22,51,0.08363187,0.06963326,0.0693918,0.059263464,0.04391088
Ah Baba no idea tori olorun. May I never be a victim of such case ,20,28,49,0,62,0.11415997,0.112360336,0.102096885,0.0617438,0.06032518
talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,20,25,19,22,51,0.15094364,0.14018184,0.08618339,0.06468488,0.06119647
talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,20,25,19,22,51,0.06135584,0.049945075,0.048730724,0.039573196,0.03797733
at least it's not 80 cad like here unhappy  (90 cad with Quebec taxes),20,33,22,62,45,0.10170293,0.08589641,0.07901624,0.04887092,0.04620934
Not surprised that I have the least amount of followers out of the whole cast sad  LOL,20,22,12,25,0,0.3532044,0.0545588,0.04711739,0.029357888,0.02801048
talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,20,25,19,22,51,0.14081942,0.06331703,0.053512767,0.03962533,0.038642425
I've Just Wrote 30 Tweets About But Still Didn't Notice Me crying ,20,3,34,35,46,0.11871012,0.11761519,0.070443116,0.06660237,0.06626538
talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,20,25,19,22,51,0.094686605,0.04543547,0.041770656,0.040479906,0.0388726
talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,20,25,19,22,51,0.25644544,0.20831133,0.06282004,0.045433052,0.039371576
 at least in my case it has not yet completely broken tho,20,33,62,6,15,0.06047064,0.052312084,0.04294977,0.041582976,0.0413554
oh jeez.  i didn't even try taking a crack at it because i expected the build to be so bad,20,12,45,28,52,0.06388941,0.054898627,0.054391533,0.039252676,0.03660368
 ha  unhappy ,20,5,27,46,38,0.1427405,0.13787925,0.122740164,0.085879855,0.051924724
Summer's not in our school's vocabulary unhappy  We need air. Please tell ,21,45,43,27,34,0.17611942,0.14713894,0.12572792,0.11834602,0.06741306
 [PLEASE RT] he'll buy me a blinking taehyung headband,21,4,3,63,34,0.063709736,0.05830155,0.04055127,0.039911512,0.039051108
Let's have dinneeeer please unhappy ,21,11,46,48,34,0.1531241,0.14534026,0.06932153,0.06930455,0.06455857
DIGITAL MONSTERS WANT TO WORK WITH BLACKPINK MAKE IT HAPPEN PLS unhappy  ,21,34,35,3,27,0.17546956,0.117836185,0.11114903,0.09925607,0.059490386
Please return the jacket unhappy  ,21,34,27,5,43,0.16481517,0.13337298,0.1213693,0.113720596,0.09016282
 but I can't make it unhappy  Thanks for the heads up though. Please take photos!,21,34,5,27,46,0.1292527,0.11852338,0.103189535,0.09646802,0.05795241
GOD NOT THE KOALAS ,21,17,56,46,34,0.055907924,0.037973993,0.031178785,0.030440964,0.028624166
i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest unhappy  ,21,27,5,34,22,0.077028826,0.07387806,0.07288575,0.06854378,0.059715018
Also please send prayers and sympathy because my favorite ball dress doesn't fit my boobs crying  ,21,34,46,3,45,0.13979265,0.13954304,0.1229668,0.06543001,0.062923476
Hope he's ok,21,5,45,27,22,0.07361979,0.061985154,0.05974278,0.055776544,0.054386083
 [PLEASE RT] he'll buy me a blinking taehyung headband,21,4,3,63,34,0.06047064,0.052312084,0.04294977,0.041582976,0.0413554
the email I was hoping I'd get today,21,43,45,29,2,0.09007919,0.075730674,0.072638996,0.07230431,0.07211539
 didn't arrive unhappy  here's hoping tomorrow it does,21,33,17,62,15,0.14123702,0.0511865,0.050880827,0.050604433,0.044584814
The biblical lectures are coming. More notification soon. Tomorrow,21,10,17,62,33,0.06047064,0.052312084,0.04294977,0.041582976,0.0413554
i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest unhappy  ,21,27,5,34,22,0.20326692,0.1576313,0.11194815,0.10859002,0.095612474
so my hair iand suandlight versus ando light but I waandt to chaandge it and I duandando if I waandt to go darker or bloandder sad  please help (po ,21,34,3,27,43,0.29748794,0.14319046,0.039775793,0.03671139,0.026218321
Gotta keep trying before i have to quit to work unhappy  pick me please! give ,21,43,45,5,52,0.19617645,0.15231022,0.12024765,0.06070906,0.058468234
 please do commend him. H ,21,40,57,17,61,0.094705306,0.09205382,0.09203243,0.08452176,0.06542802
 [PLEASE RT] he'll buy me a blinking taehyung headband,21,4,3,63,34,0.068631396,0.06765315,0.062417347,0.048369255,0.04376132
i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest unhappy  ,21,27,5,34,22,0.06156219,0.049031988,0.04180143,0.041267183,0.040243912
Thank you unhappy  i need a certificate signed from God,21,17,40,33,6,0.08885772,0.051302265,0.044222847,0.042905595,0.04047282
 Hi Tharakaram! That's not the experience we want you to have unhappy  Please DM us your numbers so that we can get this.. cont1,21,63,50,59,8,0.0876869,0.0809259,0.054961774,0.049954854,0.04832486
Hi Ashish! We've an update regarding your concern but your number was switched off unhappy  Please share another suitable time.. cont1,21,33,34,32,27,0.15574639,0.12757608,0.120717406,0.07075102,0.06486601
wish knock out lang talaga for the new school year are good and cooperative groupmates please unhappy ,21,58,34,27,35,0.08102646,0.06859006,0.06798435,0.06206138,0.05287985
Does anybody know if the Rand's likely to fall against the dollar? I got some money  I need to change into R but it keeps getting stronger unhappy ,22,5,45,27,43,0.1555261,0.046625804,0.03763379,0.03491359,0.032396723
it's that A*dy guy from pop Asia and then the translator so they'll probs go with them around Aus unhappy ,22,27,0,20,25,0.17574185,0.14723574,0.13982621,0.056757536,0.048134822
My area's not on the list unhappy  think I'll go LibDems anyway,22,5,26,27,34,0.12913996,0.107593045,0.104932524,0.09235691,0.08995878
Why would Harvey be going to prison? unhappy ,22,25,27,5,1,0.09279463,0.06972177,0.05586507,0.053844754,0.04078532
it was extended family. 12 ppl.ahh wanted to show a Oh My Girl being dorky while playing a game but it got deleted unhappy ,22,34,5,27,46,0.15126784,0.07199681,0.06998678,0.058177717,0.05143024
unhappy  how come people like this have children where's the state intervention ,22,25,19,1,5,0.06047064,0.052312084,0.04294977,0.041582976,0.0413554
 it looks like iOS 11 is due to kill it unhappy  ,22,25,12,32,27,0.10113556,0.09920157,0.068036504,0.058298316,0.043689743
Visual Studio Installation - 89% .. BSOD comes suddenly unhappy ,22,27,34,43,46,0.09050682,0.088704415,0.079654045,0.048468813,0.0406208
did ate jenna just blocked me or what? unhappy ,22,5,55,27,34,0.06148436,0.054884467,0.05416374,0.048830893,0.048425555
Astaga unhappy  /? ,22,27,46,5,45,0.29563677,0.21459429,0.05027934,0.047337066,0.046950474
The new Twitter reply view has me confused... like do I capitalise my replies to people or not? unhappy ,22,25,43,27,45,0.13128872,0.09442346,0.056374613,0.047612756,0.04222101
unhappy  every time laughing my ass off,22,25,1,20,19,0.11046307,0.109549955,0.097475916,0.09339483,0.06291035
 but the customs of Argentina that fill you with paperwork unhappy ,22,25,34,19,27,0.0899912,0.058410868,0.056098096,0.05187552,0.048464242
I won't. if i do it's probably for phil but he hasn't seen me yet unhappy ,22,20,5,15,26,0.09447191,0.07653195,0.06995106,0.06739422,0.049290583
Wanna get a haircut but i don%27t know a good place unhappy ,22,13,25,27,35,0.12623772,0.11700928,0.099519484,0.07189517,0.06826736
Nice! Some really nice stuff there! Mostly black dresses which i won't get away with for a June wedding though unhappy ,22,27,34,5,33,0.1177698,0.07933032,0.07681959,0.051859405,0.05082678
Just chillin~ it's a bit quiet tonight on my tough luck unhappy  what about you??,22,62,50,33,27,0.10288064,0.0598102,0.05361007,0.0385095,0.03831287
 I bet The media's one-sided view of Tim Tams surprisingly was the alt-right roar extreme droll Fad unhappy ,22,25,32,53,55,0.24454407,0.15543388,0.13046157,0.08051597,0.0743262
a couple more unhappy  ,22,5,27,46,35,0.06047064,0.052312084,0.04294977,0.041582976,0.0413554
I don't want to tell fellow Comm students because i don't want them to think I'm some kind of suck-up... unhappy ,22,27,43,5,45,0.48139295,0.0968131,0.04911512,0.041112076,0.04088367
ehh i cant DM you unhappy ,22,5,1,25,27,0.13913916,0.12707704,0.11780254,0.094300844,0.0918042
why is italian easier than spanish unhappy ,22,25,19,20,1,0.20974608,0.12191129,0.058387604,0.046613976,0.036784705
we were classmates for alvarez but i don't really see you around school anymore unhappy ,22,5,27,35,44,0.11826034,0.04204446,0.035031036,0.02933606,0.02881428
Not tired and there's nothing to do great combo unhappy ,22,27,5,43,25,0.15003061,0.12720118,0.12377789,0.09925129,0.08874279
That sucks unhappy ,22,5,27,46,45,0.07512997,0.06941732,0.06599555,0.058385868,0.056986246
but... you use a purple flowercrown in your display picture unhappy ,22,59,34,25,5,0.066608004,0.06445362,0.061028395,0.053749837,0.05105798
well that's terrible unhappy ,22,5,27,25,55,0.09641521,0.085009106,0.07122338,0.054209612,0.04411906
Sunnyside as well unhappy ,22,27,5,35,45,0.093985155,0.09326069,0.08110393,0.048385423,0.041178983
y'all want me to choke what'd I do? unhappy   ( ,22,5,27,35,46,0.08408733,0.0826902,0.062372476,0.050452273,0.043714803
They have a whole Japan tour ahead of them.. One that will be quite brutal on their already tired bodies. Boys unhappy ,22,27,25,34,12,0.10597586,0.10275521,0.098077305,0.09462253,0.069636054
I really enjoyed horrizion zero dawn but no idea what to play next unhappy ,22,27,25,5,45,0.06047065,0.052312084,0.042949773,0.04158297,0.041355405
and  on the pic? unhappy ,22,5,27,1,35,0.13826416,0.093360975,0.0695108,0.06272835,0.04264505
Well that's not good unhappy ,22,5,27,25,20,0.061936695,0.061245583,0.056308147,0.04196379,0.039281093
 mine isn't in my inbox unhappy ,22,1,5,15,27,0.07644092,0.05306952,0.04871019,0.0424068,0.041447133
Didn't keep it unhappy ,22,5,13,27,15,0.06539391,0.06364614,0.05890441,0.055219375,0.037419427
I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  ,22,5,27,25,34,0.13366646,0.105428234,0.09487419,0.053995814,0.047111757
usually a speedboat behind any we get here on the river unhappy  ,22,32,5,27,55,0.120647736,0.086060934,0.069230996,0.05394992,0.046393223
That sucks unhappy ,22,5,27,46,45,0.097184405,0.071339175,0.06760365,0.062586494,0.04550332
what happened unhappy ,22,27,5,45,12,0.18030138,0.16580252,0.10840921,0.06703483,0.062399
Who to bring to MB man unhappy ,22,35,5,27,45,0.18910094,0.09608129,0.08436235,0.07699369,0.06586397
 but it wasn't lit at all unhappy ,22,5,25,35,15,0.13023385,0.12022034,0.10132305,0.09296239,0.08081601
it's not cassandra cain. unhappy  not sure i want to watch batbuffy. batwoman would have been more interesting. ,22,27,55,34,32,0.053398382,0.049604878,0.04247713,0.042024385,0.03710769
Babye old twitter unhappy ,22,0,5,27,25,0.2185115,0.13699037,0.08360363,0.08011651,0.037784226
Call center nice game 4/20 unhappy ,22,32,62,25,5,0.15724985,0.15586762,0.09929424,0.070016585,0.062067512
I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  ,22,5,27,25,34,0.07458216,0.047691718,0.042782325,0.04263347,0.042008575
has someone contacted jelpi about the issue rn? unhappy ,22,27,5,25,55,0.056140676,0.050724436,0.040560503,0.03932697,0.035963148
Kante why do broke girls love exposing broke niggars so much? Where's the team spirit? unhappy ,22,46,34,27,35,0.13931817,0.1199063,0.08592228,0.07009424,0.06867338
unhappy  my 4c struggle is not valid?,22,27,5,45,1,0.07527809,0.07278304,0.059865743,0.05002203,0.048230335
I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  ,22,5,27,25,34,0.12796097,0.123490356,0.104941055,0.10117225,0.0946497
It's gray outside today unhappy ,22,27,5,34,43,0.084828205,0.07962886,0.058715284,0.057828758,0.05613446
TW: S AssaultActually horrified how many friends of mine women I talk to have been sexually assaulted in past. Just found out another unhappy ,22,27,5,52,34,0.1499711,0.12037347,0.092899986,0.09014579,0.05936034
 but in reality they're just patches of dusty dirt unhappy ,22,5,25,27,35,0.14321809,0.14005725,0.07993143,0.075912885,0.06243627
instant message still bored unhappy ,22,27,25,5,1,0.12517521,0.110775955,0.09877689,0.06880051,0.05817295
what if the one direction (band)  itself is the one who's giving up? unhappy  ,22,27,46,5,34,0.13892595,0.13648584,0.12552573,0.10636543,0.100667454
Thats grim unhappy ,22,27,5,39,25,0.15115447,0.12488078,0.11598933,0.099822715,0.086104184
they would have sustained their fame if they did unhappy ,22,1,26,35,5,0.116531864,0.103185706,0.089745,0.07689756,0.07554414
Mine hasn't been sending stuff unhappy ,22,25,5,1,27,0.102881595,0.04659314,0.04600454,0.03797937,0.03762025
Damn it isn't available here unhappy  ,22,5,27,55,32,0.08702096,0.06728238,0.06427428,0.047252912,0.04252151
what if the one direction (band)  itself is the one who's giving up? unhappy  ,22,27,46,5,34,0.08267742,0.043336272,0.04127855,0.040579826,0.039574444
I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  ,22,5,27,25,34,0.160556,0.07400672,0.04754319,0.044687618,0.030726137
 they're like 90 calories per piece unhappy  ,22,25,20,0,45,0.055528335,0.052297425,0.047972817,0.037787728,0.032694407
 now I need a different pinned tweet unhappy  ,22,5,25,27,45,0.09311918,0.080692194,0.07590917,0.049211297,0.04495343
mane has been amazing unhappy ,22,1,5,35,37,0.1885931,0.14237672,0.13353904,0.05587565,0.05296298
but like HOW LONG IS A WHILE?! i didn't want him to be back but he puts me in such a good mood so i don't want him ,22,1,5,27,56,0.15458855,0.14418013,0.09658611,0.08254049,0.06677817
seem I want to drop this account to wuhyungwon unhappy  ,22,27,55,32,5,0.1144407,0.09898574,0.09653385,0.06215647,0.058180843
 both look so so good at there current clubs. Shame they never cut it in the PL unhappy ,22,27,5,34,35,0.06047064,0.052312084,0.04294977,0.041582976,0.0413554
Gorbachev done  w/o fear. Thought bold enough to implement his vision on Damp Squib unhappy ,22,27,5,34,45,0.084451504,0.06924511,0.06267011,0.052740198,0.052613094
22 is old unhappy ,22,5,27,46,35,0.056665454,0.056166787,0.052676383,0.045401163,0.045016944
So I may be one of those workers who are not properly compensated unhappy ,22,62,41,25,12,0.07159579,0.06893475,0.062194724,0.046069324,0.045748834
today hasn't been great unhappy  ,22,5,27,25,15,0.068774655,0.06740435,0.06232225,0.0589232,0.04307752
I'll check that out... I was excited about the backup singers but they were way too backup unhappy ,22,34,27,5,35,0.23494938,0.13804196,0.11467432,0.070096575,0.06823992
I feel like the 'only environments disable people' argument actually excludes many disabled people ,22,25,41,62,12,0.091943614,0.08313153,0.080524616,0.07126971,0.069591604
